round,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,val_loss_flower,train_loss_weighted,algorithm,mu,seed,local_epochs
114,1.560924701474362,0.7627118644067796,0.4797690663030241,0.4951890162676285,1.560924701474362,0.00013773265308128396,fedavg,0.0,42,20
115,1.6629936842476263,0.7537387836490529,0.48780141941734445,0.4808226540628341,1.6629936842476263,0.00013360057066228335,fedavg,0.0,42,20
116,1.5882421387275931,0.7607178464606181,0.5019660582892433,0.5069320699124477,1.5882421387275931,0.0025102619585985796,fedavg,0.0,42,20
117,1.5742626316763706,0.7597208374875374,0.5043370843136651,0.5084303584908347,1.5742626316763706,0.00014607844950009866,fedavg,0.0,42,20
118,1.5890870058643498,0.7607178464606181,0.48959827121419625,0.5060960366241745,1.5890870058643498,0.00014472450454254378,fedavg,0.0,42,20
119,1.6712713122724416,0.7537387836490529,0.4929169212541578,0.48391903396802366,1.6712713122724416,0.0001228606868728778,fedavg,0.0,42,20
120,1.6913597630123318,0.7597208374875374,0.4878261694420945,0.5017410184089167,1.6913597630123318,0.000137071761751558,fedavg,0.0,42,20
121,1.6381353623607935,0.7587238285144566,0.49607197768790273,0.5096142503449604,1.6381353623607935,0.00011345094637322682,fedavg,0.0,42,20
122,1.6321302287481123,0.7597208374875374,0.4781709850796502,0.5005388121996895,1.6321302287481123,0.00011415487897333326,fedavg,0.0,42,20
123,1.6590770107442336,0.7637088733798604,0.4926501226267034,0.5048464567214751,1.6590770107442336,0.00011195872818077446,fedavg,0.0,42,20
124,1.7077664619428685,0.7567298105682951,0.49461352622945126,0.48717889636397504,1.7077664619428685,0.00010077825592658533,fedavg,0.0,42,20
125,1.6666273205491862,0.7607178464606181,0.48228716554243484,0.4994600920690172,1.6666273205491862,0.00011075927659547905,fedavg,0.0,42,20
126,1.7603662668886118,0.752741774675972,0.4858852658618466,0.48138490046507193,1.7603662668886118,0.0001003156405750725,fedavg,0.0,42,20
127,1.6579589438462186,0.7607178464606181,0.4866069633048556,0.49944400286233315,1.6579589438462186,9.314839640966219e-05,fedavg,0.0,42,20
128,1.6904313767538708,0.7617148554336989,0.5078402861775226,0.5012535104871557,1.6904313767538708,8.961752075088823e-05,fedavg,0.0,42,20
129,1.674491644143345,0.7637088733798604,0.5033614833380641,0.5092849784510059,1.674491644143345,8.512348459722471e-05,fedavg,0.0,42,20
130,1.684894492001025,0.7617148554336989,0.49821802983395486,0.5042878777296856,1.684894492001025,8.083737301045625e-05,fedavg,0.0,42,20
131,1.7239480804232277,0.7597208374875374,0.49560922230711457,0.5101200796224395,1.7239480804232277,9.850922125312779e-05,fedavg,0.0,42,20
132,1.8215857281879795,0.7507477567298105,0.48503821009675807,0.48299890909310683,1.8215857281879795,9.587397812494051e-05,fedavg,0.0,42,20
133,1.7345424311705386,0.7597208374875374,0.4930349762902456,0.5008625118087694,1.7345424311705386,8.3187621654373e-05,fedavg,0.0,42,20
134,1.8722880435726816,0.7547357926221336,0.4183240246472097,0.44784858092809265,1.8722880435726816,0.002324798051329811,fedavg,0.0,42,20
135,1.6930433566406264,0.7537387836490529,0.4917375470068679,0.49935564209649697,1.6930433566406264,0.0017504443532310504,fedavg,0.0,42,20
136,1.71263410110892,0.752741774675972,0.4845771145536953,0.4812306345754231,1.71263410110892,0.000102916431463723,fedavg,0.0,42,20
137,1.7262978388566677,0.7607178464606181,0.48729016726674806,0.49912396115648416,1.7262978388566677,9.48988289629101e-05,fedavg,0.0,42,20
138,1.5708543414014169,0.752741774675972,0.49502411844332217,0.49514306206204556,1.5708543414014169,0.0027820662560466437,fedavg,0.0,42,20
139,1.6195375139668122,0.7617148554336989,0.48316461478053985,0.49676696607735177,1.6195375139668122,0.00010392118186924653,fedavg,0.0,42,20
140,1.6917920892283782,0.752741774675972,0.4910832726991977,0.48960267958974707,1.6917920892283782,9.630718670544807e-05,fedavg,0.0,42,20
141,1.639626016645346,0.7587238285144566,0.48331915673836046,0.5042516729341967,1.639626016645346,9.582245393928775e-05,fedavg,0.0,42,20
142,1.6814196064607692,0.7567298105682951,0.5099768366747289,0.5078323785744808,1.6814196064607692,9.097293831723002e-05,fedavg,0.0,42,20
143,1.6531463012856953,0.7587238285144566,0.4970365720951201,0.5064978013231614,1.6531463012856953,8.395402444409625e-05,fedavg,0.0,42,20
144,1.692517004602571,0.7517447657028913,0.4909876660462141,0.4960537108190747,1.692517004602571,8.475472606803371e-05,fedavg,0.0,42,20
145,1.7596134946923907,0.7567298105682951,0.495228407055105,0.49879217615030874,1.7596134946923907,9.766671888546974e-05,fedavg,0.0,42,20
146,1.67323825164426,0.7627118644067796,0.4922112689091612,0.5037003887411066,1.67323825164426,7.490805015099701e-05,fedavg,0.0,42,20
147,1.7202622120306712,0.7507477567298105,0.49171536841326074,0.495923135489341,1.7202622120306712,7.712603539936288e-05,fedavg,0.0,42,20
148,1.6818411085208653,0.7597208374875374,0.4919704153896191,0.5028080980197048,1.6818411085208653,6.978397432440773e-05,fedavg,0.0,42,20
149,1.6870136309715948,0.7627118644067796,0.5003102737294775,0.5098393340782964,1.6870136309715948,6.80764632426613e-05,fedavg,0.0,42,20
150,1.7397404149664957,0.7577268195413759,0.49670187503911156,0.5051597691448007,1.7397404149664957,6.924484992178985e-05,fedavg,0.0,42,20
